mine_fac,mine_other_names,country,state,region,province,district,sector,location_municipality,latitude,longitude,surface_area,unit_surface_area,claim_concession_area,unit_concession_area,mine_or_processing,commodities_products,mining_facility_types,production_start,production_end,activity_status,year_activity_status,certification_scheme,source,source_url,comment,,,,,,,
AGA Mineracao,,Brazil,Minas Gerais,,,,,,,,,,,,Mine,Gold,"Underground, Open pit, Heap leaching plant",,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Serra Grande,Crixas,Brazil,Goias,,,,,Crixas,-14.57529158,-49.96641974,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2013) Integrated Annual Report 2012,http://www.aga-reports.com/12/ir,"In Kinross reports, it is called Crixas mine, in Anglo Gold Ashanti reports it is called Serra Grande",,,,,,,
Sunrise Dam,,Australia,,,,,,,-29.077361,122.4173947,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Tropicana,,Australia,,,,,,,-29.2404609,124.5402997,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Great Noligwa,,South Africa,,,,,,,-26.9597094,26.7851227,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Kopanang,,South Africa,,,,,,,-26.98319378,26.74495533,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Moab Khotsong,,South Africa,,,,,,,-26.9874881,26.8022387,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Mponeng,,South Africa,,,,,,,-26.4369349,27.4315738,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
TauTona,,South Africa,,,,,,,-26.4153845,27.4306297,,,,,Mine,Gold,Underground,,2017,,,,AngloGold Ashanti (2019) Integrated Annual Report 2018,http://www.aga-reports.com/18/download/AGA-IR18.pdf,,,,,,,,
Tau Lekoa,,South Africa,,,,,,,-26.99815439,26.61640877,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2014) Integrated Annual Report 2013,https://thevault.exchange/?get_group_doc=143/1502782132-2013Intergratedreport.pdf,,,,,,,,
Savuka,,South Africa,,,,,,,-26.4224931,27.4030727,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2014) Integrated Annual Report 2013,https://thevault.exchange/?get_group_doc=143/1502782132-2013Intergratedreport.pdf,,,,,,,,
Bibiani,,Ghana,,,,,,,6.464844861,-2.325679333,,,,,Mine,Gold,Open pit,,,,,,AngloGold Ashanti (2009) Annual Financial Statements 2008,https://www.anglogoldashanti.com/archive/annualreports/AGA-annualfinancialstatements.zip,,,,,,,,
Union Reefs,,Australia,,,,,,,-13.820471,131.83159,,,,,Mine,Gold,,,2004,,,,AngloGold Ashanti (2006) Annual Financial Statements 2005,https://www.anglogoldashanti.com/archive/annualreports/AGA-annualfinancialstatements.zip,,,,,,,,
Jerritt Canyon,,United States,,,,,,,41.4075952,-115.9054828,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2006) Annual Financial Statements 2005,https://www.anglogoldashanti.com/archive/annualreports/AGA-annualfinancialstatements.zip,,,,,,,,
Freda-Rebecca,,Zimbabwe,,,,,,,-17.2971334,31.3087177,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2006) Annual Financial Statements 2005,https://www.anglogoldashanti.com/archive/annualreports/AGA-annualfinancialstatements.zip,,,,,,,,
Ergo,,South Africa,,,,,,,-26.2764739,28.3743697,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2003) Annual Report 2002,https://www.anglogoldashanti.com/wp-content/uploads/2018/10/AngloGold-Annual-Reports-1998-2003.zip,,,,,,,,
Morro Velho,,Brazil,,,,,,,-19.85941729,-43.74191146,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2003) Annual Report 2002,https://www.anglogoldashanti.com/wp-content/uploads/2018/10/AngloGold-Annual-Reports-1998-2003.zip,,,,,,,,
Brocks Creek,,Australia,Northern Territory,,,,,,-13.466557,131.415973,,,,,Mine,Gold,,,2000,,,,AngloGold Ashanti (2001) Annual Report 2000,https://www.anglogoldashanti.com/wp-content/uploads/2018/10/AngloGold-Annual-Reports-1998-2003.zip,,,,,,,,
Gramalote,,Colombia,Antioquia,,,San Roque,,"San Jose del Nus, Providencia ",,,,,,,Mine,Gold,,,,,,,AngloGold Ashanti (2017) Mineral Resource and Ore Reserve Report 2018,http://www.aga-reports.com/18/download/AGA-RR18.pdf,,,,,,,,
Quebradona,,Colombia,Antioquia,,,,,Jericó,,,,,,,Mine,Copper,,,,,,,AngloGold Ashanti (2017) Mineral Resource and Ore Reserve Report 2018,http://www.aga-reports.com/18/download/AGA-RR18.pdf,,,,,,,,
Queensland Alumina,,Australia,Queensland,,,,,Gladstone,-23.86839852,151.2885368,,,,,Refinery,Alumina,,1967,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Alumar,Sao Luis Alumar,Brazil,,,,,,Sao Luis,-2.705368853,-44.3329486,,,,,Refinery,Alumina,,1984,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Yarwun,Comalco Alumina Refinery,Australia,,,,,,,-23.82878022,151.1533086,,,,,Refinery,Alumina,,2004,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Alouette,,Canada,,,,,,Sept-Îles,50.16033602,-66.43737193,,,,,Smelter,"Aluminium high purity, Remelt",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Alucam,,Cameroon,,,,,,,3.819185226,10.12540482,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Jonquiere,,Canada,Quebec,,,,,,48.42595005,-71.17746147,,,,,Refinery,Alumina,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Arvida ,,Canada,Quebec,,,,,Saguenay,48.42962634,-71.1645917,,,,,Smelter,"Aluminium billet, Molten metal, Remelt",,1954,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Grande-Baie,,Canada,Quebec,,,,,Saguenay,48.3064796,-70.92976857,,,,,Smelter,Aluminium,,1980,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Alma,,Canada,Quebec,,,,,Alma,48.58552407,-71.69084333,,,,,Smelter,"Aluminium rod, T-foundry, Molten metal, High purity, Remelt",,2000,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Becancour,,Canada,,,,,,St. Lawrence River,46.38244616,-72.38815665,,,,,Smelter,"Aluminium slab, Billet, T-foundry, Remelt, Molten metal",,1986,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Laterriere,,Canada,Quebec,,,,,Saguenay,48.30176779,-71.12982276,,,,,Smelter,"Aluminium, aluminium slab, remelt, molten metal",,1989,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Bell Bay,,Australia,,,,,,,-41.12830106,146.8708213,,,,,Smelter,"Aluminium slab, molten metal, small form and t-foundry, remelt",,1955,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Boyne Island,,Australia,,,,,,,-23.92474848,151.3384836,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Dunkerque,,France,,,,,,,50.99948363,2.167467584,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
ISAL,,Iceland,,,,,,,64.04630581,-22.03301446,,,,,Smelter,Aluminium,,1969,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Kitimat,,Canada,British Columbia,,,,,,54.00206646,-128.6968218,,,,,Smelter,Aluminium,,1954,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Lochaber,,United Kingdom,Scotland,,,,,Fort Williams,56.82922709,-5.073120521,,,,,Smelter,Aluminium,,1929,,,,,Rio Tinto (2019) Annual Report 2018,https://www.riotinto.com/invest/reports,,,,,,,,
Saint-Jean-de-Maurienne,,France,,,,,,,45.27363125,6.365873349,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Shawinigan,,Canada,Quebec,,,,,,46.56059106,-72.73748465,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Sohar,,Oman,,,,,,,24.41589581,56.54760057,,,,,Smelter,Aluminium,,2008,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Soral,SØRAL,Norway,,,,,,,59.86678836,5.771189489,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Tiwai Point,,New Zealand,,,,,,,-46.5875758,168.3847556,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Tomago,,Australia,,,,,,,-32.82516764,151.7179894,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Sebree,,United States,,,,,,,37.65871492,-87.50279926,,,,,Smelter,Aluminium,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Anglesey,,United Kingdom,,,,,,,53.2969152,-4.603106695,,,,,Smelter,Aluminium,,,2009,,,,Rio Tinto (2010) Annual Report 2009,https://www.riotinto.com/invest/reports,,,,,,,,
Beauharnois,,Canada,,,,,,,45.30906984,-73.89264362,,,,,Smelter,Aluminium,,,2009,,,,Rio Tinto (2010) Annual Report 2009,https://www.riotinto.com/invest/reports,,,,,,,,
Lannemezan,,France,Occitanie,,,Hautes-Pyrénées,,Lannemezan,,,,,,,Smelter,Aluminium,,,2008,,,,Rio Tinto (2010) Annual Report 2009,https://www.riotinto.com/invest/reports,,,,,,,,
Lynemouth,,United Kingdom,,,,,,,55.20164509,-1.539168662,,,,,Smelter,Aluminium,,,2012,,,,Rio Tinto (2014) Annual Report 2013,http://www.riotinto.com/documents/RT_Annual_report_2013.pdf,,,,,,,,
Gove,,Australia,Northern Territory,,,,,,-12.26284188,136.8396245,,,,,"Mine, Refinery","Bauxite, Alumina",Open pit,1970,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,Refinery closed in 2014,,,,,,,
MRN Porto Trombetas,"Mineracao Rio do Norte, Trombetas",Brazil,Para,,,,,,-1.676166949,-56.41475484,,,,,Mine,Bauxite,,1979,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
CBG Sangaredi,Boke,Guinea,Boke,,,,,,11.0796532,-13.7868526,,,,,Mine,Bauxite,,1973,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Weipa,Weipa/Ely,Australia,,,,,,,,,,,,,Mine,"Bauxite, Aluminium",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Awaso,,Ghana,,,,,,,6.2273996,-2.2778128,,,,,Mine,Bauxite,,,,,,,Rio Tinto (2013) Annual Report 2012,https://www.riotinto.com/invest/reports,,,,,,,,
Bingham Canyon,,United States,,,,,,,40.5221684,-112.1493862,,,,,Mine,"Copper, Gold, Molybdenum, Silver",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Escondida,,Chile,Atacama Desert,,,,,,-24.270757,-69.0718966,,,,,Mine,"Copper, Copper cathode, Gold, Silver","Open pit,  Oxide leaching, Sulphide leaching",1990,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Grasberg,,Indonesia,Papua,Sudirman Mountain Range,,,,,-4.059700317,137.1125845,,,,,Mine,"Copper, Gold, Silver","Open pit, Underground",1967,,,,,Rio Tinto (2019) Annual Report 2018 ; Freeport-McMoRan Inc. (2020) Annual Form 10-K Report 2019,http://www.riotinto.com/documents/RT_2018_annual_report.pdf ; http://d18rn0p25nwr6d.cloudfront.net/CIK-0000831259/2c324997-2084-4e3f-a51d-a1ec3538db27.pdf ,,,,,,,,
Northparkes,,Australia,,,,,,,-32.9378062,148.0636621,,,,,Mine,"Copper, Gold",,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Oyu Tolgoi,,Mongolia,Gobi Desert,,,,,,43.0254198,106.8665028,,,,,Mine,"Copper, Gold, Silver",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Palabora,,South Africa,,,,,,,-23.9923566,31.13146372,,,,,"Mine, Refinery","Copper, Gold, Uranium",,,,,,,Rio Tinto (2014) Annual Report 2013,http://www.riotinto.com/documents/RT_Annual_report_2013.pdf,,,,,,,,
Rio Tinto Kennecott,Kennecott Utah Copper,United States,,,,,,,40.72467093,-112.1990309,,,,,Refinery,"Copper, Gold, Silver",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Argyle,,Australia,Western Australia,Kimberley Ranges,,,,,-16.720286,128.3850445,,,,,Mine,Diamonds,,1983,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Diavik,,Canada,,,,,,,64.48829026,-110.2716295,,,,,Mine,Diamonds,,2003,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Murowa,,Zimbabwe,,,,,,,-20.4982143,30.40395674,,,,,Mine,Diamonds,,2004,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Merlin,,Australia,,,,,,,-16.8524697,136.3378722,,,,,Mine,Diamonds,,,,,,,Rio Tinto (2004) Annual Report 2003,https://ddd.uab.cat/pub/infanu/43907/iaRIOTINTOa2003ieng.pdf,,,,,,,,
Barneys Canyon,,United States,,,,,,,40.5939721,-112.1342076,,,,,Mine,Gold,,,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Rawhide,,United States,,,,,,,39.00432333,-118.3868465,,,,,Mine,Gold,,,,,,,Rio Tinto (2013) Annual Report 2012,https://www.riotinto.com/invest/reports,,,,,,,,
Greens Creek,,United States,,,,,,,58.0823593,-134.6392364,,,,,Mine,"Gold, Lead, Silver, Zinc",,,,,,,Rio Tinto (2010) Annual Report 2009,http://www.annualreports.com/HostedData/AnnualReportArchive/r/LSE_RIOA_2009.pdf,,,,,,,,
Kelian,,Indonesia,East Kalimantan,,,Kutai,Kelian,,-0.040833048,115.4379745,,,,,Mine,Gold,,,,,,,Rio Tinto (2007) Annual Report 2006,https://bib.kuleuven.be/files/ebib/jaarverslagen/RioTinto_2006.pdf,,,,,,,,
Morro do Ouro,,Brazil,,,,,,,-24.515,-48.8322222,,,,,Mine,Gold,,,,,,,Rio Tinto (2007) Annual Report 2006,https://bib.kuleuven.be/files/ebib/jaarverslagen/RioTinto_2006.pdf,,,,,,,,
Zinkgruvan,,Sweden,,,,,,Askersund,58.8164367,15.1034572,,,,,Mine,"Lead, Silver, Copper, Zinc",,1857,,,,,Rio Tinto (2007) Annual Report 2006 ; Lundin Mining Corp. Website (Zinkgruvan),https://bib.kuleuven.be/files/ebib/jaarverslagen/RioTinto_2006.pdf ; https://www.lundinmining.com/operations/zinkgruvan/,,,,,,,,
Fortaleza,Mineracao Serra da Fortaleza Ltda,Brazil,,,,,,,-20.89759804,-46.71204194,,,,,Mine,Nickel,,,,,,,Rio Tinto (2004) Annual Report 2003,https://ddd.uab.cat/pub/infanu/43907/iaRIOTINTOa2003ieng.pdf,,,,,,,,
Hail Creek,,Australia,,,,,,,-21.4902534,148.3657226,,,,,Mine,"Thermal coal, Hard coking coal",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Kestrel,,Australia,,,,,,,-23.2349548,148.3665313,,,,,Mine,"Thermal coal, Hard coking coal",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Mount Thorley Warkworth,,Australia,Hunter Valley,,,,,Singleton,,,,,,,Mine,"Thermal coal, Soft coking coal, semi-soft coking coal",,1981,,,,,Rio Tinto (2019) Annual Report 2018 ; Yancoal Australia Ltd. (2020) Annual Report 2020 ; Yancoal Australia Ltd. (2018) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf ; https://www.yancoal.com.au/content/Document/YAL_Annual_Report_to_shareholders(1).pdf ; http://www.yancoal.com.au/content/Document/ASX%202017%20YAL%20Annual%20Report%20Published%2030%20April%202018.pdf ,,,,,,,,
Bengalla,,Australia,,,,,,,-32.2898648,150.8041932,,,,,Mine,"Thermal coal, Coal",,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Benga ,,Mozambique,,,,,,,-16.1512815,33.6608853,,,,,Mine,"Thermal coal, Hard coking coal",,2012,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Clermont,,Australia,,,,,,Clermont,-22.7316894,147.6135163,,,,,Mine,Thermal coal,,2010,,,,,Rio Tinto (2016) Annual Report 2015,https://www.riotinto.com/documents/RT_Annual_Report_2015.pdf,,,,,,,,
Blair Athol,,Australia,,,,,,Blair Athol,-22.69703052,147.5475254,,,,,Mine,Thermal coal,,,,,,,Rio Tinto (2013) Annual Report 2012,https://www.riotinto.com/invest/reports,,,,,,,,
Antelope,,United States,,Powder River Basin,,,,,43.47457182,-105.3584419,,,,,Mine,Thermal coal,Surface,,,,,,Cloud Peak Energy Inc. (2019) Form 10-K Annual Report 2018,https://www.sec.gov/Archives/edgar/data/1441849/000110465919014968/a19-30091_110k.htm,,,,,,,,
Colowyo,,United States,,,,,,,40.2412719,-107.8295324,,,,,Mine,Thermal coal,,,,,,,Rio Tinto (2013) Annual Report 2012,https://www.riotinto.com/invest/reports,,,,,,,,
Cordero Rojo,,United States,,Powder River Basin,,,,,44.0335336,-105.3313673,,,,,Mine,Thermal coal,Surface,,,,,,Cloud Peak Energy Inc. (2019) Form 10-K Annual Report 2018,https://www.sec.gov/Archives/edgar/data/1441849/000110465919014968/a19-30091_110k.htm,,,,,,,,
Decker,,United States,,,,,,,45.0558668,-106.8211546,,,,,Mine,Thermal coal,,,,,,,Rio Tinto (2013) Annual Report 2012,https://www.riotinto.com/invest/reports,,,,,,,,
Spring Creek,,United States,,Powder River Basin,,,,,45.1274189,-106.9204044,,,,,Mine,Thermal coal,Surface,,,,,,Cloud Peak Energy Inc. (2019) Form 10-K Annual Report 2018,https://www.sec.gov/Archives/edgar/data/1441849/000110465919014968/a19-30091_110k.htm,,,,,,,,
Tarong,,Australia,,,,,,,-26.7937782,151.8985686,,,,,Mine,"Coal, Thermal coal",,,,,,,Rio Tinto (2010) Annual Report 2009,http://www.annualreports.com/HostedData/AnnualReportArchive/r/LSE_RIOA_2009.pdf,,,,,,,,
Hamersley Mines,"Hamersley, Hamersley Iron",Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron ore,Open Pit,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Hamersley - Eastern Range,,Australia,Western Australia,Pilbara,,,,,-23.2634368,117.6930511,,,,,Mine,Iron ore,Open Pit,,,,,,Rio Tinto (2014) Annual Report 2013,http://www.riotinto.com/documents/RT_Annual_report_2013.pdf,,,,,,,,
Hamersley - Channar,,Australia,Western Australia,Pilbara,,,,,-23.30184675,117.7798508,,,,,Mine,Iron ore,Open Pit,,,,,,Rio Tinto (2014) Annual Report 2013,http://www.riotinto.com/documents/RT_Annual_report_2013.pdf,,,,,,,,
Hope Downs,,Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron ore,Open Pit,2007,,,,,Rio Tinto (2019) Annual Report 2018 ; Rio Tinto (2010) Annual Report 2009,http://www.riotinto.com/documents/RT_2018_annual_report.pdf ; http://www.annualreports.com/HostedData/AnnualReportArchive/r/LSE_RIOA_2009.pdf,,,,,,,,
Robe River,,Australia,Western Australia,Pilbara,,,,,,,,,,,Mine,Iron ore,Open Pit,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Iron Ore Company of Canada Labrador City,,Canada,Newfoundland and Labrador,,,,,Labrador City,52.9512252,-66.8968811,,,,,Mine,Iron ore,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Energy Resources of Australia,,Australia,,,,,,,-12.68395157,132.9126835,,,,,Mine,Uranium,,,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Rössing,,Namibia,,,,,,,-22.4790132,15.048008,,,,,Mine,Uranium,Open pit,1976,,,,,Rio Tinto (2019) Annual Report 2018,http://www.riotinto.com/documents/RT_2018_annual_report.pdf,,,,,,,,
Simandou,,Guinea,,,,,,,8.5171991,-8.8994738,,,,,Mine,Iron ore,Open pit,,,,,,Rio Tinto (2018) Simandou Ore Reserves and Mineral Resources 2017,http://www.riotinto.com/documents/180302_Changes_to_Simandou_Ore_Reserves_and_Mineral_Resources.pdf,,,,,,,,
Highland Valley Copper,,Canada,,,,,,,50.4861832,-121.0427056,,,,,Mine,"Copper, Molybdenum",,,,,,,Teck Resources Limited (2019) Highland Valley Copper,https://www.teck.com/operations/canada/operations/highland-valley-copper/,,,,,,,,
Antamina,,Peru,,,,,,,-9.5652722,-77.03633,,,,,Mine,"Copper, Zinc, Molybdenum, lead",Open pit,,,,,,"Teck Resources Limited (2019) Anatamina, BHP Annual Report 2019",https://www.teck.com/operations/peru/operations-5619/antamina/ ; https://www.bhp.com/-/media/documents/investors/annual-reports/2019/bhpannualreport2019.pdf ,,,,,,,,
Carmen de Andacollo,,Chile,,,,Coquimbo ,,,-30.2567165,-71.0862898,,,,,Mine,"Copper, Gold",Open pit,,,,,,Teck Resources Limited (2019) Carmen de Andacollo,https://www.teck.com/operations/chile/operations/carmen-de-andacollo/default,,,,,,,,
